postcode_sector,network,outage_type,outage_count,total_customers_affected,time_off_supply_hours_total_approx
W7 3,SEPD,"HV,LV",6,3223,4.29
PR8 5,SHEPD,LV,1,24,4.29
OX11 7,SEPD,PSI,1,11,4.16
DT10 1,SEPD,"HV,PSI",3,582,4.13
KA28 0,SHEPD,"HV,LV,PSI",7,150,4.12
PH1 2,SHEPD,"HV,LV",6,833,4.11
SO45 4,SEPD,"HV,LV",5,1192,4.1
TW15 1,SEPD,"HV,LV",2,6,4.1
GL5 4,SEPD,HV,3,3070,4.04
DD4 0,SHEPD,"HV,LV,PSI",7,141,4.0
SL4 5,SEPD,LV,2,60,3.98
GU11 2,SEPD,"HV,PSI",2,24,3.9
SL3 0,SEPD,"HV,LV,PSI",4,1517,3.89
PO1 1,SEPD,LV,4,71,3.83
OX25 1,SEPD,PSI,1,3,3.82
TW3 2,SEPD,LV,2,104,3.81
OX28 4,SEPD,PSI,2,62,3.72
AB25 1,SHEPD,LV,1,54,3.67
RG1 6,SEPD,"HV,LV",3,401,3.66
SL1 1,SEPD,LV,3,59,3.66
RG2 6,SEPD,HV,1,308,3.66
GU17 9,SEPD,LV,3,51,3.63
OX39 4,SEPD,"HV,PSI",2,33,3.6
SN3 3,SEPD,"LV,PSI",2,73,3.58
RG1 4,SEPD,"HV,LV",6,44,3.56
G63 9,SHEPD,PSI,1,10,3.51
PH8 0,SHEPD,PSI,2,247,3.5
RG12 2,SEPD,LV,3,27,3.48
HS7 5,SHEPD,PSI,2,49,3.48
IV44 8,SHEPD,PSI,1,6,3.48
DT5 1,SEPD,"HV,LV",4,445,3.46
OX4 6,SEPD,"LV,PSI",3,38,3.43
BH22 8,SEPD,"HV,LV,PSI",6,380,3.42
ML5 4,SHEPD,LV,1,29,3.42
G83 9,SHEPD,PSI,1,4,3.4
PO38 3,SEPD,"HV,LV,PSI",7,160,3.34
SN1 1,SEPD,"HV,LV",6,1813,3.34
W3 8,SEPD,LV,3,103,3.33
TA21 9,SEPD,PSI,1,2,3.33
IV12 4,SHEPD,HV,1,119,3.32
PH50 4,SHEPD,"LV,PSI",2,9,3.29
SO14 7,SEPD,"HV,LV",2,9,3.29
PO33 2,SEPD,LV,2,59,3.28
AB15 6,SHEPD,LV,3,49,3.19
UB6 9,SEPD,"HV,LV",2,725,3.16
PO21 2,SEPD,"HV,LV",4,346,3.15
PH23 3,SHEPD,"HV,PSI",4,1098,3.13
PH24 3,SHEPD,HV,3,1096,3.13
TW13 7,SEPD,"HV,LV",3,27,3.13
FK18 8,SHEPD,PSI,1,34,3.1
BH31 7,SEPD,"HV,LV",2,39,3.08
PO30 2,SEPD,"HV,PSI",2,98,3.08
EH21 7,SHEPD,LV,1,11,2.96
EH46 7,SHEPD,LV,1,11,2.96
RG21 4,SEPD,"HV,LV,PSI",6,1387,2.93
GU3 1,SEPD,"LV,PSI",2,116,2.89
PO38 2,SEPD,PSI,1,99,2.88
KW13 6,SHEPD,HV,2,563,2.78
BH4 8,SEPD,"HV,LV",2,634,2.76
RG17 8,SEPD,HV,1,47,2.75
DD5 1,SHEPD,LV,6,70,2.74
TW17 8,SEPD,HV,2,1537,2.72
GU18 5,SEPD,LV,5,140,2.71
BH7 6,SEPD,LV,1,15,2.69
SO15 1,SEPD,HV,2,312,2.68
EH52 6,SHEPD,"LV,PSI",2,234,2.64
SO50 0,SEPD,HV,1,1447,2.63
PA72 6,SHEPD,"LV,PSI",2,61,2.6
PA36 4,SHEPD,PSI,1,282,2.6
BH2 5,SEPD,LV,2,93,2.58
SP1 1,SEPD,"HV,LV,PSI",4,1177,2.57
AB14 0,SHEPD,"HV,LV,PSI",4,5163,2.52
IV2 3,SHEPD,"LV,PSI",5,213,2.48
AB11 9,SHEPD,LV,2,36,2.48
OX26 4,SEPD,LV,3,34,2.46
SO15 0,SEPD,LV,1,24,2.43
AB11 5,SHEPD,"HV,LV",5,899,2.41
SN1 3,SEPD,"LV,PSI",4,181,2.38
G83 7,SHEPD,HV,1,14,2.34
AB22 8,SHEPD,"HV,LV,PSI",3,231,2.32
AB12 4,SHEPD,"HV,LV",2,5144,2.32
FK8 2,SHEPD,PSI,1,81,2.32
RG18 0,SEPD,PSI,1,5,2.31
SN5 3,SEPD,"HV,PSI",2,129,2.3
RG16 0,SEPD,PSI,1,43,2.3
SO17 2,SEPD,"HV,LV",8,477,2.24
PH1 5,SHEPD,"LV,PSI",4,84,2.23
OX28 1,SEPD,"LV,PSI",3,37,2.22
PO7 4,SEPD,"HV,LV",4,1913,2.21
W13 8,SEPD,LV,5,76,2.2
GU16 9,SEPD,"HV,LV",3,76,2.19
PO35 5,SEPD,LV,1,25,2.19
DA18 4,SEPD,PSI,1,30,2.18
AB41 9,SHEPD,LV,3,37,2.17
DT8 3,SEPD,PSI,2,158,2.16
KW10 6,SHEPD,LV,2,25,2.15
PO4 8,SEPD,"HV,LV",3,43,2.11
TW13 4,SEPD,"HV,LV",3,14,2.11
RG1 3,SEPD,LV,1,6,2.11
GL53 9,SEPD,HV,5,5623,2.1
GL54 5,SEPD,HV,2,2556,2.1
IV28 3,SHEPD,PSI,1,25,2.08
SO15 8,SEPD,HV,1,68,2.05
RG1 7,SEPD,"LV,PSI",3,105,2.03
SO51 7,SEPD,LV,3,46,2.02
PH40 4,SHEPD,PSI,1,42,1.99
SP1 2,SEPD,"HV,LV",5,3234,1.96
SO50 5,SEPD,"HV,LV",3,2507,1.96
BH23 1,SEPD,"HV,LV,PSI",4,717,1.95
PO1 5,SEPD,LV,3,110,1.95
SO15 3,SEPD,"HV,LV",3,129,1.95
BA11 6,SEPD,"LV,PSI",2,14,1.95
KY13 8,SHEPD,LV,2,15,1.95
SL7 2,SEPD,"HV,PSI",2,157,1.95
OX28 3,SEPD,LV,2,49,1.94
GL7 6,SEPD,"HV,LV",3,120,1.88
PH23 2,SHEPD,HV,2,1078,1.87
BN17 5,SEPD,LV,1,2,1.87
PO9 6,SEPD,HV,1,202,1.87
HP7 9,SEPD,LV,1,10,1.86
BH19 2,SEPD,LV,5,111,1.82
IV21 2,SHEPD,"HV,PSI",3,197,1.77
RG30 1,SEPD,"LV,PSI",2,12,1.77
PA24 8,SHEPD,"HV,LV",3,48,1.76
IV11 8,SHEPD,LV,1,17,1.76
UB3 4,SEPD,"HV,LV",4,861,1.73
PH6 2,SHEPD,HV,1,89,1.71
KY13 9,SHEPD,"HV,LV,PSI",4,111,1.69
PO34 5,SEPD,LV,3,40,1.66
DD10 9,SHEPD,"HV,PSI",3,19,1.65
RG21 6,SEPD,"HV,LV",3,392,1.64
W6 0,SEPD,LV,1,49,1.64
RG9 1,SEPD,"LV,PSI",3,150,1.63
TW18 3,SEPD,LV,1,39,1.57
BH2 6,SEPD,LV,2,53,1.56
BH25 7,SEPD,"HV,LV",5,2799,1.55
IV43 8,SHEPD,"LV,PSI",2,14,1.55
TW3 4,SEPD,"HV,LV",2,97,1.55
BA14 9,SEPD,"HV,LV",5,618,1.54
GU7 2,SEPD,PSI,1,12,1.52
WD3 8,SEPD,HV,1,162,1.51
SO50 6,SEPD,"HV,LV",3,36,1.48
PA23 9,SHEPD,PSI,1,22,1.48
RG31 6,SEPD,LV,9,171,1.47
IV31 6,SHEPD,"HV,LV,PSI",5,416,1.47
PO9 3,SEPD,PSI,1,8,1.47
RG8 9,SEPD,HV,1,64,1.45
AB13 0,SHEPD,HV,2,5155,1.42
PH5 2,SHEPD,"HV,PSI",4,63,1.39
IV49 9,SHEPD,"HV,PSI",2,10,1.38
IV13 7,SHEPD,PSI,1,2,1.37
AB21 9,SHEPD,LV,3,77,1.34
ZE3 9,SHEPD,HV,1,12,1.3
SN25 4,SEPD,LV,2,46,1.29
GU12 5,SEPD,LV,1,8,1.22
BH13 6,SEPD,"HV,LV",2,31,1.21
IV24 3,SHEPD,"HV,PSI",3,69,1.2
RG19 6,SEPD,HV,3,768,1.17
RG1 1,SEPD,LV,4,33,1.15
PA20 0,SHEPD,"HV,LV,PSI",3,90,1.15
AB32 6,SHEPD,"HV,LV,PSI",6,146,1.13
HS5 3,SHEPD,"HV,LV",3,70,1.13
AB42 0,SHEPD,HV,2,661,1.1
UB7 8,SEPD,"LV,PSI",5,96,1.07
SO50 2,SEPD,HV,2,2486,1.06
PO19 6,SEPD,LV,1,10,1.06
PO38 1,SEPD,LV,6,151,1.03
RG42 5,SEPD,"HV,LV",3,159,1.03
OX1 2,SEPD,LV,6,32,1.02
IV36 3,SHEPD,"HV,LV",2,34,1.01
RG21 7,SEPD,"HV,LV",3,195,0.97
IV25 3,SHEPD,"HV,LV",4,52,0.96
RG4 5,SEPD,LV,3,100,0.95
BH8 1,SEPD,HV,1,31,0.83
RG9 4,SEPD,"HV,PSI",2,318,0.73
AB42 1,SHEPD,LV,1,11,0.73
SN2 8,SEPD,LV,1,38,0.7
PA61 7,SHEPD,PSI,1,17,0.26
RG9 2,SEPD,"LV,PSI",14,371,0.0
DD4 9,SHEPD,"HV,LV",7,454,0.0
AB43 9,SHEPD,"HV,LV,PSI",6,1972,0.0
KW1 4,SHEPD,"HV,LV,PSI",6,183,0.0
OX4 4,SEPD,"HV,LV,PSI",6,795,0.0
DD1 3,SHEPD,LV,5,163,0.0
RG1 5,SEPD,"HV,LV",5,1227,0.0
BH5 1,SEPD,"LV,PSI",4,104,0.0
RG22 6,SEPD,"HV,LV",4,981,0.0
SN25 3,SEPD,"HV,LV",4,541,0.0
UB7 7,SEPD,LV,4,77,0.0
UB8 3,SEPD,"LV,PSI",4,59,0.0
W4 3,SEPD,"HV,LV",4,3160,0.0
IV26 2,SHEPD,"HV,PSI",3,202,0.0
OX26 3,SEPD,"LV,PSI",3,17,0.0
PO12 4,SEPD,LV,3,76,0.0
RG17 7,SEPD,"HV,PSI",3,69,0.0
SO17 1,SEPD,"HV,LV",3,302,0.0
UB6 7,SEPD,"HV,LV",3,65,0.0
AB10 1,SHEPD,LV,2,44,0.0
AB24 2,SHEPD,LV,2,32,0.0
GU17 0,SEPD,LV,2,42,0.0
GU46 7,SEPD,"HV,LV",2,1034,0.0
HP22 7,SEPD,LV,2,26,0.0
IV30 6,SHEPD,LV,2,27,0.0
IV48 8,SHEPD,"HV,LV",2,10,0.0
M50 2,SHEPD,LV,2,182,0.0
NN13 5,SEPD,"HV,LV",2,494,0.0
OX10 0,SEPD,LV,2,28,0.0
OX28 5,SEPD,LV,2,42,0.0
PH17 2,SHEPD,"LV,PSI",2,5,0.0
PO10 8,SEPD,LV,2,33,0.0
PO2 8,SEPD,LV,2,13,0.0
PO2 9,SEPD,LV,2,64,0.0
PO22 7,SEPD,"HV,LV",2,603,0.0
PO5 1,SEPD,LV,2,62,0.0
RG12 1,SEPD,LV,2,6,0.0
RG2 8,SEPD,"HV,LV",2,44,0.0
SL3 8,SEPD,LV,2,21,0.0
SL4 3,SEPD,"HV,LV",2,1773,0.0
SO19 4,SEPD,LV,2,16,0.0
SW19 1,SEPD,HV,2,3073,0.0
TA11 7,SEPD,HV,2,28,0.0
TW3 1,SEPD,"HV,LV",2,140,0.0
TW7 4,SEPD,"HV,LV",2,1057,0.0
UB4 9,SEPD,LV,2,52,0.0
AB11 4,SHEPD,HV,1,501,0.0
AB16 6,SHEPD,LV,1,12,0.0
AB24 1,SHEPD,HV,1,240,0.0
AB24 5,SHEPD,HV,1,240,0.0
AB32 7,SHEPD,HV,1,150,0.0
AB34 4,SHEPD,HV,1,2,0.0
AB39 7,SHEPD,HV,1,12,0.0
AB42 2,SHEPD,LV,1,8,0.0
AB55 3,SHEPD,HV,1,102,0.0
BH1 2,SEPD,LV,1,15,0.0
BH11 8,SEPD,LV,1,2,0.0
BH11 9,SEPD,LV,1,28,0.0
BH12 2,SEPD,LV,1,40,0.0
DD1 1,SHEPD,LV,1,7,0.0
DD1 2,SHEPD,LV,1,24,0.0
DD1 4,SHEPD,LV,1,22,0.0
DD1 5,SHEPD,LV,1,18,0.0
DD11 5,SHEPD,HV,1,29,0.0
DD2 1,SHEPD,LV,1,15,0.0
DD7 2,SHEPD,LV,1,24,0.0
DT4 6,SEPD,HV,1,53,0.0
DT5 2,SEPD,LV,1,13,0.0
EH3 9,SHEPD,HV,1,252,0.0
EH53 0,SHEPD,LV,1,20,0.0
G21 1,SHEPD,HV,1,72,0.0
G46 8,SEPD,HV,1,804,0.0
G51 3,SHEPD,LV,1,24,0.0
G51 4,SHEPD,LV,1,24,0.0
GL5 3,SEPD,HV,1,2780,0.0
GL50 3,SEPD,HV,1,2780,0.0
GL9 1,SEPD,HV,1,242,0.0
GU33 6,SEPD,HV,1,11,0.0
GU34 1,SEPD,LV,1,6,0.0
GU35 3,SEPD,HV,1,59,0.0
GU51 1,SEPD,PSI,1,7,0.0
GU52 7,SEPD,PSI,1,139,0.0
GU7 9,SEPD,PSI,1,84,0.0
IG11 0,SEPD,LV,1,14,0.0
IV36 1,SHEPD,LV,1,14,0.0
IV52 8,SHEPD,LV,1,3,0.0
KW2 6,SHEPD,HV,1,112,0.0
KY12 9,SHEPD,LV,1,7,0.0
KY13 7,SHEPD,LV,1,7,0.0
KY14 6,SHEPD,HV,1,2,0.0
MK2 2,SEPD,PSI,1,194,0.0
N17 9,SEPD,PSI,1,220,0.0
NE31 2,SHEPD,LV,1,27,0.0
NE32 2,SHEPD,LV,1,27,0.0
NW2 4,SEPD,HV,1,357,0.0
OX10 8,SEPD,PSI,1,2,0.0
OX26 5,SEPD,HV,1,589,0.0
OX28 2,SEPD,LV,1,25,0.0
OX8 7,SEPD,HV,1,2,0.0
PA25 8,SHEPD,PSI,1,48,0.0
PH4 1,SHEPD,HV,1,16,0.0
PO1 3,SEPD,LV,1,61,0.0
PO12 3,SEPD,LV,1,37,0.0
PO3 6,SEPD,LV,1,22,0.0
RG12 9,SEPD,LV,1,2,0.0
RG14 3,SEPD,LV,1,6,0.0
RG30 6,SEPD,LV,1,18,0.0
RG41 1,SEPD,HV,1,605,0.0
RG42 1,SEPD,LV,1,15,0.0
RG42 2,SEPD,LV,1,22,0.0
RH1 4,SEPD,LV,1,27,0.0
RH12 1,SEPD,LV,1,17,0.0
SA12 9,SEPD,LV,1,41,0.0
SE1 8,SEPD,PSI,1,10,0.0
SL2 2,SEPD,LV,1,9,0.0
SN12 8,SEPD,HV,1,987,0.0
SN13 3,SEPD,HV,1,2,0.0
SN25 5,SEPD,LV,1,10,0.0
SN7 0,SEPD,HV,1,262,0.0
SO14 6,SEPD,HV,1,247,0.0
SO15 7,SEPD,HV,1,247,0.0
SO18 4,SEPD,LV,1,11,0.0
SO30 8,SEPD,HV,1,40,0.0
SO31 4,SEPD,HV,1,40,0.0
SO40 9,SEPD,LV,1,6,0.0
SO53 1,SEPD,LV,1,49,0.0
SP3 3,SEPD,HV,1,1661,0.0
SP9 7,SEPD,LV,1,12,0.0
TW19 6,SEPD,LV,1,2,0.0
TW3 8,SEPD,HV,1,79,0.0
TW7 5,SEPD,HV,1,1039,0.0
TW7 7,SEPD,LV,1,21,0.0
UB1 3,SEPD,LV,1,6,0.0
UB9 4,SEPD,LV,1,12,0.0
